#Readiness,,
#239.1.1.21,51000,1a
#239.1.127.21,51000,1b
#239.1.1.31,51000,501a
#239.1.127.31,51000,501b
#239.1.1.21,51001,2a
#239.1.127.21,51001,2b
#239.1.1.31,51001,502a
#239.1.127.31,51001,502b
#239.1.1.21,51002,3a
#239.1.127.21,51002,3b
#239.1.1.31,51002,503a
#239.1.127.31,51002,503b
#239.1.1.21,51003,4a
#239.1.127.21,51003,4b
#239.1.1.31,51003,504a
#239.1.127.31,51003,504b
#239.1.1.22,51000,10a
#239.1.127.22,51000,10b
#239.1.1.32,51000,510a
#239.1.127.32,51000,510b
#239.1.1.25,51000,41a
#239.1.127.25,51000,41b
#239.1.1.35,51000,541a
#239.1.127.35,51000,541b
#239.1.1.26,51000,42a
#239.1.127.26,51000,42b
#239.1.1.36,51000,542a
#239.1.127.36,51000,542b
#239.1.1.27,51000,43a
#239.1.127.27,51000,43b
#239.1.1.37,51000,543a
#239.1.127.37,51000,543b
#239.1.1.29,51000,70a
#239.1.127.29,51000,70b
#239.1.1.39,51000,570a
#239.1.127.39,51000,570b
#239.1.1.29,51001,71a
#239.1.127.29,51001,71b
#239.1.1.39,51001,571a
#239.1.127.39,51001,571b
#239.1.1.29,51002,72a
#239.1.127.29,51002,72b
#239.1.1.39,51002,572a
#239.1.127.39,51002,572b
#239.1.1.29,51003,73a
#239.1.127.29,51003,73b
#239.1.1.39,51003,573a
#239.1.127.39,51003,573b
#239.1.1.29,51004,74a
#239.1.127.29,51004,74b
#239.1.1.39,51004,574a
#239.1.127.39,51004,574b
#239.1.1.29,51005,75a
#239.1.127.29,51005,75b
#239.1.1.39,51005,575a
#239.1.127.39,51005,575b
#239.1.1.29,51006,76a
#239.1.127.29,51006,76b
#239.1.1.39,51006,576a
#239.1.127.39,51006,576b
#239.1.1.29,51007,77a
#239.1.127.29,51007,77b
#239.1.1.39,51007,577a
#239.1.127.39,51007,577b
#239.1.1.29,51008,78a
#239.1.127.29,51008,78b
#239.1.1.39,51008,578a
#239.1.127.39,51008,578b
#Simulation,,
#239.1.1.1,51000,1a_RT
#239.1.127.1,51000,1b_RT
#225.1.1.1,51000,1a_RF
#225.1.127.1,51000,1b_RF
#239.1.1.1,51001,2a_RT
#239.1.127.1,51001,2b_RT
#225.1.1.1,51001,2a_RF
#225.1.127.1,51001,2b_RF
#239.1.1.1,51002,3a_RT
#239.1.127.1,51002,3b_RT
#225.1.1.1,51002,3a_RF
#225.1.127.1,51002,3b_RF
#239.1.1.1,51003,4a_RT
#239.1.127.1,51003,4b_RT
#225.1.1.1,51003,4a_RF
#225.1.127.1,51003,4b_RF
#239.1.1.2,51000,10a_RT
#239.1.127.2,51000,10b_RT
#225.1.1.2,51000,10a_RF
#225.1.127.2,51000,10b_RF
#239.1.1.3,51000,20a_RT
#239.1.127.3,51000,20b_RT
#225.1.1.3,51000,20a_RF
#225.1.127.3,51000,20b_RF
#239.1.1.3,51001,21a_RT
#239.1.127.3,51001,21b_RT
#225.1.1.3,51001,21a_RF
#225.1.127.3,51001,21b_RF
#239.1.1.3,51002,22a_RT
#239.1.127.3,51002,22b_RT
#225.1.1.3,51002,22a_RF
#225.1.127.3,51002,22b_RF
#239.1.1.3,51003,23a_RT
#239.1.127.3,51003,23b_RT
#225.1.1.3,51003,23a_RF
#225.1.127.3,51003,23b_RF
#239.1.1.3,51004,24a_RT
#239.1.127.3,51004,24b_RT
#225.1.1.3,51004,24a_RF
#225.1.127.3,51004,24b_RF
#239.1.1.3,51005,25a_RT
#239.1.127.3,51005,25b_RT
#225.1.1.3,51005,25a_RF
#225.1.127.3,51005,25b_RF
#239.1.1.3,51006,26a_RT
#239.1.127.3,51006,26b_RT
#225.1.1.3,51006,26a_RF
#225.1.127.3,51006,26b_RF
#239.1.1.3,51007,27a_RT
#239.1.127.3,51007,27b_RT
#225.1.1.3,51007,27a_RF
#225.1.127.3,51007,27b_RF
#239.1.1.3,51008,28a_RT
#239.1.127.3,51008,28b_RT
#225.1.1.3,51008,28a_RF
#225.1.127.3,51008,28b_RF
#239.1.1.4,51000,30a_RT
#239.1.127.4,51000,30b_RT
#225.1.1.4,51000,30a_RF
#225.1.127.4,51000,30b_RF
#239.1.1.4,51001,31a_RT
#239.1.127.4,51001,31b_RT
#225.1.1.4,51001,31a_RF
#225.1.127.4,51001,31b_RF
#239.1.1.4,51002,32a_RT
#239.1.127.4,51002,32b_RT
#225.1.1.4,51002,32a_RF
#225.1.127.4,51002,32b_RF
#239.1.1.4,51003,33a_RT
#239.1.127.4,51003,33b_RT
#225.1.1.4,51003,33a_RF
#225.1.127.4,51003,33b_RF
#239.1.1.4,51004,34a_RT
#239.1.127.4,51004,34b_RT
#225.1.1.4,51004,34a_RF
#225.1.127.4,51004,34b_RF
#239.1.1.4,51005,35a_RT
#239.1.127.4,51005,35b_RT
#225.1.1.4,51005,35a_RF
#225.1.127.4,51005,35b_RF
#239.1.1.4,51006,36a_RT
#239.1.127.4,51006,36b_RT
#225.1.1.4,51006,36a_RF
#225.1.127.4,51006,36b_RF
#239.1.1.4,51007,37a_RT
#239.1.127.4,51007,37b_RT
#225.1.1.4,51007,37a_RF
#225.1.127.4,51007,37b_RF
#239.1.1.4,51008,38a_RT
#239.1.127.4,51008,38b_RT
#225.1.1.4,51008,38a_RF
#225.1.127.4,51008,38b_RF
#239.1.1.5,51000,41a_RT
#239.1.127.5,51000,41b_RT
#225.1.1.5,51000,41a_RF
#225.1.127.5,51000,41b_RF
#239.1.1.6,51000,42a_RT
#239.1.127.6,51000,42b_RT
#225.1.1.6,51000,42a_RF
#225.1.127.6,51000,42b_RF
#239.1.1.7,51000,43a_RT
#239.1.127.7,51000,43b_RT
#225.1.1.7,51000,43a_RF
#225.1.127.7,51000,43b_RF
#239.1.1.8,51000,60a_RT
#239.1.127.8,51000,60b_RT
#225.1.1.7,51000,60a_RF
#225.1.127.7,51000,60b_RF
#239.1.1.9,51000,70a_RT
#239.1.127.9,51000,70b_RT
#225.1.1.9,51000,70a_RF
#225.1.127.9,51000,70b_RF
#239.1.1.9,51001,71a_RT
#239.1.127.9,51001,71b_RT
#225.1.1.9,51001,71a_RF
#225.1.127.9,51001,71b_RF
#239.1.1.9,51002,72a_RT
#239.1.127.9,51002,72b_RT
#225.1.1.9,51002,72a_RF
#225.1.127.9,51002,72b_RF
#239.1.1.9,51003,73a_RT
#239.1.127.9,51003,73b_RT
#225.1.1.9,51003,73a_RF
#225.1.127.9,51003,73b_RF
#239.1.1.9,51004,74a_RT
#239.1.127.9,51004,74b_RT
#225.1.1.9,51004,74a_RF
#225.1.127.9,51004,74b_RF
#239.1.1.9,51005,75a_RT
#239.1.127.9,51005,75b_RT
#225.1.1.9,51005,75a_RF
#225.1.127.9,51005,75b_RF
#239.1.1.9,51006,76a_RT
#239.1.127.9,51006,76b_RT
#225.1.1.9,51006,76a_RF
#225.1.127.9,51006,76b_RF
#239.1.1.9,51007,77a_RT
#239.1.127.9,51007,77b_RT
#225.1.1.9,51007,77a_RF
#225.1.127.9,51007,77b_RF
#239.1.1.9,51008,78a_RT
#239.1.127.9,51008,78b_RT
#225.1.1.9,51008,78a_RF
#225.1.127.9,51008,78b_RF
#OCG-E2E SP,,
#239.1.1.81,51000,OCGE2E_SP_1A
#239.1.127.81,51000,OCGE2E_SP_1B
#239.1.1.81,61000,OCGE2E_SP_501A
#239.1.127.81,61000,OCGE2E_SP_501B
#239.1.1.81,51001,OCGE2E_SP_2A
#239.1.127.81,51001,OCGE2E_SP_2B
#239.1.1.81,61001,OCGE2E_SP_502A
#239.1.127.81,61001,OCGE2E_SP_502B
#239.1.1.81,51002,OCGE2E_SP_3A
#239.1.127.81,51002,OCGE2E_SP_3B
#239.1.1.81,61002,OCGE2E_SP_503A
#239.1.127.81,61002,OCGE2E_SP_503B
#239.1.1.81,51003,OCGE2E_SP_4A
#239.1.127.81,51003,OCGE2E_SP_4B
#239.1.1.81,61003,OCGE2E_SP_504A
#239.1.127.81,61003,OCGE2E_SP_504B
#239.1.1.83,51000,OCGE2E_SP_20A
#239.1.127.83,51000,OCGE2E_SP_20B
#239.1.1.83,51001,OCGE2E_SP_21A
#239.1.127.83,51001,OCGE2E_SP_21B
#239.1.1.83,51002,OCGE2E_SP_22A
#239.1.127.83,51002,OCGE2E_SP_22B
#239.1.1.83,51003,OCGE2E_SP_23A
#239.1.127.83,51003,OCGE2E_SP_23B
#239.1.1.83,51004,OCGE2E_SP_24A
#239.1.127.83,51004,OCGE2E_SP_24B
#239.1.1.83,51005,OCGE2E_SP_25A
#239.1.127.83,51005,OCGE2E_SP_25B
#239.1.1.83,51006,OCGE2E_SP_26A
#239.1.127.83,51006,OCGE2E_SP_26B
#239.1.1.83,51007,OCGE2E_SP_27A
#239.1.127.83,51007,OCGE2E_SP_27B
#239.1.1.83,51008,OCGE2E_SP_28A
#239.1.127.83,51008,OCGE2E_SP_28B
#239.1.1.83,61000,OCGE2E_SP_520A
#239.1.127.83,61000,OCGE2E_SP_520B
#239.1.1.83,61001,OCGE2E_SP_521A
#239.1.127.83,61001,OCGE2E_SP_521B
#239.1.1.83,61002,OCGE2E_SP_522A
#239.1.127.83,61002,OCGE2E_SP_522B
#239.1.1.83,61003,OCGE2E_SP_523A
#239.1.127.83,61003,OCGE2E_SP_523B
#239.1.1.83,61004,OCGE2E_SP_524A
#239.1.127.83,61004,OCGE2E_SP_524B
#239.1.1.83,61005,OCGE2E_SP_525A
#239.1.127.83,61005,OCGE2E_SP_525B
#239.1.1.83,61006,OCGE2E_SP_526A
#239.1.127.83,61006,OCGE2E_SP_526B
#239.1.1.83,61007,OCGE2E_SP_527A
#239.1.127.83,61007,OCGE2E_SP_527B
#239.1.1.83,61008,OCGE2E_SP_528A
#239.1.127.83,61008,OCGE2E_SP_528B
#OCG-E2E SS,,
239.1.1.81,51000,OCGE2E_SS_1A
239.1.127.81,51000,OCGE2E_SS_1B
239.1.1.81,61000,OCGE2E_SS_501A
239.1.127.81,61000,OCGE2E_SS_501B
239.1.1.81,51001,OCGE2E_SS_2A
239.1.127.81,51001,OCGE2E_SS_2B
239.1.1.81,61001,OCGE2E_SS_502A
239.1.127.81,61001,OCGE2E_SS_502B
239.1.1.81,51002,OCGE2E_SS_3A
239.1.127.81,51002,OCGE2E_SS_3B
239.1.1.81,61002,OCGE2E_SS_503A
239.1.127.81,61002,OCGE2E_SS_503B
239.1.1.81,51003,OCGE2E_SS_4A
239.1.127.81,51003,OCGE2E_SS_4B
239.1.1.81,61003,OCGE2E_SS_504A
239.1.127.81,61003,OCGE2E_SS_504B
239.1.1.82,51000,OCGE2E_SS_10A
239.1.127.82,51000,OCGE2E_SS_10B
239.1.1.82,61000,OCGE2E_SS_510A
239.1.127.82,61000,OCGE2E_SS_510B
